host_id,neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
262812,Brooklyn,Williamsburg,Entire home/apt,200,2,29,0.31,1,36
611716,Brooklyn,Park Slope,Entire home/apt,165,2,23,0.23,2,7
617990,Manhattan,Harlem,Entire home/apt,110,2,142,1.44,2,301
622460,Manhattan,East Village,Entire home/apt,395,2,70,0.73,1,170
622855,Brooklyn,Bedford-Stuyvesant,Private room,99,2,38,0.54,2,307
308652,Brooklyn,Kensington,Private room,39,1,82,0.94,2,365
627217,Manhattan,East Village,Entire home/apt,189,2,403,4.1,3,201
620288,Manhattan,Upper West Side,Private room,85,1,3,0.03,1,0
23276,Brooklyn,Gowanus,Entire home/apt,260,30,3,0.03,1,316
256161,Manhattan,Harlem,Entire home/apt,122,1,116,1.18,5,271
275563,Brooklyn,Greenpoint,Entire home/apt,165,2,175,1.79,1,139
85330,Queens,Forest Hills,Entire home/apt,97,3,28,1.21,3,209
651390,Manhattan,West Village,Entire home/apt,170,4,24,0.25,1,0
507186,Brooklyn,Williamsburg,Entire home/apt,125,2,15,0.15,1,0
653405,Manhattan,Murray Hill,Private room,130,4,105,1.07,1,193
652842,Brooklyn,Williamsburg,Entire home/apt,225,10,22,0.38,1,52
663764,Brooklyn,East Flatbush,Private room,50,2,263,2.69,2,136
663879,Brooklyn,Fort Greene,Entire home/apt,170,3,86,0.91,2,286
665013,Manhattan,Chelsea,Entire home/apt,132,4,10,0.1,1,0
663384,Brooklyn,Park Slope,Entire home/apt,250,7,18,0.21,1,18
674970,Brooklyn,Greenpoint,Entire home/apt,141,5,8,0.21,1,9
680818,Brooklyn,Crown Heights,Entire home/apt,64,20,70,0.73,1,3
622866,Brooklyn,Williamsburg,Entire home/apt,249,3,150,1.55,1,277
683975,Brooklyn,Crown Heights,Private room,79,2,115,1.18,1,0
686147,Manhattan,East Village,Entire home/apt,185,2,69,0.71,1,233
686768,Brooklyn,Boerum Hill,Entire home/apt,120,3,232,2.41,1,221
687361,Brooklyn,Park Slope,Entire home/apt,495,1,35,0.41,1,355
689661,Manhattan,Nolita,Entire home/apt,375,3,18,0.21,1,0
630453,Manhattan,Nolita,Entire home/apt,175,3,68,0.69,1,277
277747,Manhattan,East Village,Entire home/apt,150,4,22,0.23,1,0
616825,Manhattan,Harlem,Entire home/apt,259,8,17,0.17,1,343
299755,Manhattan,East Village,Private room,96,1,34,0.58,1,0
404424,Brooklyn,Williamsburg,Entire home/apt,145,7,8,0.08,1,0
706418,Manhattan,Upper West Side,Entire home/apt,95,5,2,0.08,1,0
709434,Brooklyn,Windsor Terrace,Entire home/apt,250,4,52,0.72,1,188
709334,Manhattan,Harlem,Entire home/apt,295,2,74,0.76,2,264
715807,Manhattan,Greenwich Village,Entire home/apt,175,3,18,0.19,1,0
716064,Brooklyn,Williamsburg,Entire home/apt,451,2,72,0.86,1,331
718349,Manhattan,Upper West Side,Entire home/apt,165,2,191,2.18,1,236
716306,Bronx,Woodlawn,Entire home/apt,77,1,197,2.49,1,309
726333,Manhattan,Lower East Side,Entire home/apt,250,4,19,0.2,1,0
722320,Queens,Astoria,Entire home/apt,129,1,414,4.34,1,245
216191,Brooklyn,Williamsburg,Private room,98,2,8,0.09,4,0
731904,Manhattan,East Village,Private room,95,7,25,0.3,1,359
256161,Manhattan,Harlem,Private room,55,3,119,1.22,5,333
732535,Manhattan,Harlem,Entire home/apt,300,2,203,2.14,3,258
733894,Queens,Sunnyside,Private room,42,40,53,0.55,3,236
737585,Brooklyn,Greenpoint,Entire home/apt,125,2,104,1.09,1,22
739499,Manhattan,East Village,Private room,175,3,175,1.8,1,236
745069,Manhattan,Harlem,Private room,75,3,38,0.42,3,365
656841,Brooklyn,Williamsburg,Entire home/apt,255,45,39,0.5,1,89
757166,Brooklyn,Bedford-Stuyvesant,Entire home/apt,72,31,88,0.91,1,164
758441,Brooklyn,Bedford-Stuyvesant,Private room,165,1,27,0.28,4,311
573065,Brooklyn,Williamsburg,Entire home/apt,165,5,117,1.28,1,23
759583,Brooklyn,Clinton Hill,Private room,75,3,43,0.44,2,365
762563,Brooklyn,Greenpoint,Entire home/apt,130,5,4,0.05,1,0
465589,Brooklyn,Williamsburg,Entire home/apt,139,2,385,4.0,1,222
54275,Brooklyn,Bedford-Stuyvesant,Private room,88,1,64,0.68,3,238
54275,Brooklyn,Bedford-Stuyvesant,Private room,80,1,39,0.41,3,218
759883,Manhattan,Chelsea,Private room,150,2,37,1.79,1,0
769247,Manhattan,Upper West Side,Entire home/apt,200,3,10,0.12,1,0
770831,Manhattan,East Village,Entire home/apt,200,2,103,1.08,1,235
733894,Queens,Sunnyside,Private room,42,40,41,0.43,3,246
772300,Brooklyn,Williamsburg,Private room,90,6,3,0.03,1,0
1856604,Manhattan,Harlem,Entire home/apt,295,3,227,2.33,1,247
776490,Brooklyn,Williamsburg,Entire home/apt,450,5,37,0.79,1,15
776645,Brooklyn,Crown Heights,Entire home/apt,130,2,29,0.35,1,119
242506,Brooklyn,Williamsburg,Private room,89,3,205,2.31,3,0
781647,Manhattan,Harlem,Entire home/apt,198,5,42,0.44,2,234
627217,Manhattan,East Village,Entire home/apt,99,2,280,2.92,3,257
32169,Brooklyn,Greenpoint,Private room,46,4,86,0.89,3,350
69439,Manhattan,SoHo,Private room,140,2,54,0.56,1,221
787273,Brooklyn,Carroll Gardens,Entire home/apt,500,7,7,0.07,1,0
867225,Manhattan,Morningside Heights,Private room,75,5,57,0.59,2,201
733894,Queens,Sunnyside,Private room,33,44,31,0.32,3,161
791287,Manhattan,Upper West Side,Entire home/apt,250,31,188,1.94,1,259
792159,Brooklyn,Bushwick,Private room,60,3,480,6.7,1,0
793620,Manhattan,Washington Heights,Private room,75,2,34,0.35,1,222
795640,Brooklyn,Carroll Gardens,Entire home/apt,350,5,6,0.06,1,0
306605,Manhattan,Chelsea,Entire home/apt,205,9,3,0.04,2,76
795889,Brooklyn,Park Slope,Entire home/apt,219,5,2,0.03,1,0
22486,Brooklyn,Park Slope,Private room,60,1,20,0.21,6,258
789257,Manhattan,Upper West Side,Entire home/apt,185,2,129,1.33,1,14
800982,Manhattan,East Village,Entire home/apt,190,3,147,1.6,1,27
720558,Brooklyn,South Slope,Entire home/apt,105,28,101,1.06,1,167
803086,Manhattan,East Harlem,Entire home/apt,250,2,11,0.12,2,68
747698,Manhattan,Upper West Side,Entire home/apt,175,65,11,0.12,1,358
805344,Manhattan,Harlem,Private room,65,2,41,0.43,2,59
806112,Brooklyn,Bedford-Stuyvesant,Entire home/apt,75,2,87,1.09,1,0
806214,Bronx,University Heights,Private room,37,4,117,1.21,1,232
806774,Brooklyn,Williamsburg,Entire home/apt,85,2,86,0.89,2,15
812814,Manhattan,East Harlem,Entire home/apt,79,2,15,0.16,1,0
67778,Brooklyn,Fort Greene,Private room,85,2,35,0.55,2,161
803086,Manhattan,Harlem,Private room,170,2,17,0.18,2,88
302772,Manhattan,Lower East Side,Private room,115,3,3,0.04,2,337
781647,Manhattan,Harlem,Private room,89,5,43,0.47,2,247
826192,Manhattan,Harlem,Shared room,49,3,168,4.6,1,248
826459,Brooklyn,Greenpoint,Private room,91,3,241,2.49,1,287
829652,Manhattan,Gramercy,Entire home/apt,400,2,105,1.13,1,304
833926,Brooklyn,Bushwick,Entire home/apt,150,2,11,0.46,1,0
836168,Manhattan,Upper West Side,Entire home/apt,2000,30,30,0.33,11,0
842125,Brooklyn,Crown Heights,Entire home/apt,97,3,31,0.32,1,193
844862,Manhattan,East Village,Private room,100,4,49,0.51,2,43
846309,Brooklyn,Williamsburg,Entire home/apt,179,4,23,0.24,1,25
848748,Brooklyn,Greenpoint,Entire home/apt,500,2,20,0.21,2,127
848960,Manhattan,Chelsea,Entire home/apt,429,10,18,0.9,1,0
849492,Manhattan,Kips Bay,Entire home/apt,189,6,90,0.95,1,303
21475,Manhattan,Lower East Side,Private room,120,2,99,1.04,1,345
314941,Manhattan,Nolita,Entire home/apt,300,1,6,0.06,3,115
864735,Queens,Astoria,Entire home/apt,107,30,21,0.22,8,200
864735,Queens,Astoria,Entire home/apt,95,30,24,0.26,8,271
872121,Manhattan,Harlem,Entire home/apt,199,2,111,1.17,1,12
39260,Manhattan,East Harlem,Entire home/apt,120,2,86,0.91,1,268
872805,Manhattan,West Village,Entire home/apt,199,15,66,0.69,2,89
873273,Bronx,Allerton,Entire home/apt,125,2,271,2.84,2,347
876054,Brooklyn,Williamsburg,Private room,70,2,227,2.4,1,37
889106,Brooklyn,Williamsburg,Private room,75,4,80,1.55,1,0
871727,Manhattan,West Village,Private room,100,30,5,0.07,1,359
279078,Brooklyn,Bedford-Stuyvesant,Entire home/apt,99,2,187,1.97,2,287
904833,Manhattan,Chelsea,Entire home/apt,250,1,2,0.02,1,0
906200,Brooklyn,Williamsburg,Entire home/apt,350,6,1,0.02,1,233
909146,Brooklyn,Prospect Heights,Entire home/apt,170,3,67,0.7,1,129
909234,Manhattan,East Village,Entire home/apt,165,1,63,0.68,1,0
179020,Manhattan,Hell's Kitchen,Private room,99,1,89,1.0,1,353
912541,Manhattan,Chelsea,Private room,255,4,1,0.02,1,365
489400,Brooklyn,East New York,Entire home/apt,169,3,177,1.86,1,297
915640,Brooklyn,Crown Heights,Entire home/apt,99,4,90,0.94,1,56
918866,Manhattan,Upper East Side,Entire home/apt,169,7,39,0.41,1,44
920542,Brooklyn,Bedford-Stuyvesant,Entire home/apt,160,3,42,0.44,1,355
922922,Brooklyn,Prospect Heights,Entire home/apt,215,3,33,0.35,1,156
874471,Brooklyn,Park Slope,Entire home/apt,130,3,179,2.02,1,273
923915,Manhattan,East Village,Private room,110,3,81,0.85,2,274
936114,Manhattan,Hell's Kitchen,Private room,150,28,43,0.45,2,258
302936,Brooklyn,Williamsburg,Private room,65,30,52,0.54,1,276
938056,Queens,Sunnyside,Private room,75,2,160,1.68,1,65
48599,Manhattan,Chelsea,Entire home/apt,149,6,23,0.27,2,0
936830,Manhattan,Upper West Side,Private room,89,6,35,0.37,1,180
940724,Manhattan,Washington Heights,Private room,50,1,225,2.35,1,343
949221,Brooklyn,Prospect-Lefferts Gardens,Private room,43,1,401,6.62,2,43
949221,Brooklyn,Prospect-Lefferts Gardens,Private room,42,1,72,0.84,2,96
304493,Brooklyn,Williamsburg,Private room,85,1,46,0.97,1,59
953279,Brooklyn,Bedford-Stuyvesant,Entire home/apt,139,3,83,1.19,1,255
611716,Brooklyn,Park Slope,Private room,105,1,211,2.21,2,252
953565,Brooklyn,Park Slope,Entire home/apt,265,5,15,0.16,1,0
960836,Manhattan,Hell's Kitchen,Entire home/apt,149,1,122,1.29,1,20
964482,Manhattan,Harlem,Private room,68,2,295,3.9,2,188
289135,Brooklyn,Bedford-Stuyvesant,Entire home/apt,99,3,207,2.18,1,304
971075,Manhattan,Harlem,Private room,75,3,50,0.65,2,38
973438,Brooklyn,Williamsburg,Private room,100,2,273,2.85,1,254
568325,Manhattan,East Village,Entire home/apt,160,30,25,0.26,1,46
988350,Brooklyn,Park Slope,Entire home/apt,190,4,105,1.62,1,328
918087,Brooklyn,Bedford-Stuyvesant,Private room,67,4,72,0.76,3,0
1000477,Manhattan,Upper East Side,Entire home/apt,190,1,8,0.08,1,0
51038,Brooklyn,Clinton Hill,Entire home/apt,248,2,58,0.61,6,199
903686,Brooklyn,Williamsburg,Private room,100,6,8,0.09,1,249
464506,Manhattan,Chinatown,Private room,95,3,172,1.84,2,64
1007558,Manhattan,Theater District,Private room,150,1,330,7.14,1,111
1010242,Brooklyn,Bedford-Stuyvesant,Entire home/apt,145,3,123,1.29,1,287
1011426,Brooklyn,Bushwick,Private room,41,2,55,0.59,1,286
1012691,Brooklyn,Williamsburg,Entire home/apt,120,4,87,0.99,1,263
12221,Bronx,Concourse Village,Private room,50,3,258,2.7,2,276
1014639,Brooklyn,Fort Greene,Entire home/apt,157,2,4,0.18,1,0
1017473,Brooklyn,Williamsburg,Entire home/apt,195,14,31,0.33,1,263
1018472,Brooklyn,Sheepshead Bay,Entire home/apt,70,4,128,1.34,2,90
1024355,Brooklyn,Williamsburg,Entire home/apt,185,3,14,0.15,1,0
1029021,Brooklyn,Bedford-Stuyvesant,Entire home/apt,145,3,30,0.32,3,11
1031148,Queens,Sunnyside,Private room,50,28,258,2.9,1,287
306739,Brooklyn,Greenpoint,Entire home/apt,185,3,228,2.39,3,1
272730,Manhattan,East Village,Entire home/apt,250,1,60,0.65,1,0
666271,Manhattan,West Village,Private room,80,90,9,0.2,1,338
1094178,Manhattan,Theater District,Entire home/apt,230,2,179,1.88,1,44
1096084,Brooklyn,Gowanus,Entire home/apt,100,7,9,0.1,1,0
293130,Brooklyn,Bushwick,Private room,40,1,1,0.37,1,5
800223,Manhattan,Lower East Side,Private room,200,30,25,0.49,1,0
1109658,Staten Island,Emerson Hill,Private room,80,2,2,0.05,1,158
1112560,Brooklyn,Bedford-Stuyvesant,Private room,79,3,152,1.6,3,192
864735,Queens,Long Island City,Entire home/apt,95,30,24,0.25,8,358
1114587,Manhattan,Upper West Side,Entire home/apt,300,2,45,0.47,3,31
1121193,Brooklyn,Fort Hamilton,Entire home/apt,100,30,7,0.08,1,241
1129218,Manhattan,Harlem,Private room,80,7,19,0.35,1,285
447754,Brooklyn,Bensonhurst,Entire home/apt,110,1,24,0.26,1,183
759583,Brooklyn,Clinton Hill,Entire home/apt,172,4,8,0.09,2,189
1138692,Manhattan,Lower East Side,Entire home/apt,199,1,29,0.31,2,162
1138692,Manhattan,Lower East Side,Entire home/apt,199,1,14,0.15,2,158
1139574,Manhattan,Harlem,Private room,100,1,33,0.38,1,84
921500,Manhattan,Harlem,Private room,55,4,99,1.04,1,260
918087,Brooklyn,Bedford-Stuyvesant,Private room,75,3,59,0.62,3,0
1144415,Manhattan,East Village,Entire home/apt,146,3,142,1.5,1,166
1146744,Brooklyn,Greenpoint,Entire home/apt,116,29,22,0.23,1,335
4887492,Manhattan,Tribeca,Private room,150,3,82,0.87,2,90
22486,Brooklyn,Park Slope,Private room,120,2,23,0.24,6,342
1153993,Manhattan,Chelsea,Entire home/apt,199,4,32,0.34,1,28
1164642,Brooklyn,Prospect Heights,Entire home/apt,150,5,24,0.25,1,363
1165231,Manhattan,Harlem,Private room,69,1,59,0.63,2,86
1165231,Manhattan,Harlem,Private room,300,55,6,0.08,2,83
991380,Brooklyn,Boerum Hill,Entire home/apt,230,4,18,0.21,1,0
1173599,Manhattan,Midtown,Entire home/apt,125,4,3,0.03,1,0
1112560,Brooklyn,Bedford-Stuyvesant,Private room,79,3,115,1.21,3,264
663879,Brooklyn,Fort Greene,Private room,130,3,154,1.63,2,305
1177497,Brooklyn,Clinton Hill,Private room,239,1,164,1.73,11,356
1177947,Staten Island,Shore Acres,Entire home/apt,75,6,76,0.8,1,278
815977,Brooklyn,Williamsburg,Entire home/apt,220,3,116,1.23,2,135
209460,Brooklyn,Bedford-Stuyvesant,Entire home/apt,80,3,234,2.47,4,308
1187935,Manhattan,East Village,Entire home/apt,288,2,120,1.27,1,229
1191142,Brooklyn,Bedford-Stuyvesant,Entire home/apt,135,4,82,0.87,1,273
1192424,Manhattan,West Village,Entire home/apt,225,3,13,0.15,1,83
1192610,Manhattan,Chinatown,Private room,110,30,59,0.64,1,281
1194377,Brooklyn,Bedford-Stuyvesant,Entire home/apt,100,7,63,1.87,1,321
1190088,Manhattan,Hell's Kitchen,Private room,130,2,52,0.55,1,303
1097545,Manhattan,East Village,Private room,89,1,278,2.95,3,192
507304,Brooklyn,Sunset Park,Entire home/apt,200,5,1,0.01,1,0
1203500,Brooklyn,Bedford-Stuyvesant,Entire home/apt,80,2,35,0.4,1,36
12221,Bronx,Concourse,Private room,50,5,235,2.49,2,271
292204,Manhattan,East Harlem,Entire home/apt,135,28,115,1.21,2,341
1207399,Manhattan,East Village,Private room,90,1,109,1.15,1,333
1184442,Manhattan,SoHo,Private room,270,5,1,0.01,1,210
1217241,Brooklyn,Bedford-Stuyvesant,Entire home/apt,110,3,305,3.24,1,231
763420,Manhattan,East Harlem,Entire home/apt,145,1,102,1.52,1,308
1220414,Manhattan,Hell's Kitchen,Entire home/apt,179,30,83,0.88,1,292
1012895,Queens,Ridgewood,Private room,55,1,19,0.25,1,311
1223568,Manhattan,Midtown,Private room,110,2,61,0.65,1,264
902054,Manhattan,Harlem,Entire home/apt,325,5,89,0.94,1,153
1229984,Queens,Long Island City,Private room,75,30,65,0.74,3,219
1234405,Brooklyn,South Slope,Entire home/apt,300,1,40,0.44,1,0
83257,Manhattan,West Village,Private room,130,30,80,0.86,2,332
1236070,Manhattan,Midtown,Entire home/apt,190,30,136,1.45,1,120
1236817,Manhattan,Lower East Side,Entire home/apt,200,3,100,1.06,1,191
1240820,Brooklyn,Williamsburg,Entire home/apt,180,2,125,1.36,3,248
4166168,Brooklyn,DUMBO,Entire home/apt,350,5,40,0.5,1,67
1146958,Manhattan,Kips Bay,Entire home/apt,195,30,139,1.59,4,325
65064,Manhattan,Chinatown,Entire home/apt,300,7,2,0.03,1,0
1256874,Queens,Ditmars Steinway,Entire home/apt,75,28,49,0.53,1,313
1257309,Manhattan,Lower East Side,Entire home/apt,100,5,8,0.11,1,0
136962,Brooklyn,Fort Greene,Private room,85,5,124,1.32,1,69
1258363,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,80,21,5,0.12,1,0
1263176,Brooklyn,Prospect Heights,Private room,55,1,147,1.57,1,293
1177497,Brooklyn,Clinton Hill,Private room,438,1,43,0.46,11,363
1264655,Brooklyn,Bedford-Stuyvesant,Entire home/apt,110,6,8,0.33,1,4
1269455,Manhattan,West Village,Entire home/apt,200,2,37,0.39,1,257
1177497,Brooklyn,Clinton Hill,Private room,279,1,120,1.28,11,362
1273825,Brooklyn,Williamsburg,Entire home/apt,137,1,24,0.29,1,0
1276497,Brooklyn,Bedford-Stuyvesant,Entire home/apt,280,3,5,0.05,1,365
288711,Brooklyn,Williamsburg,Entire home/apt,199,30,242,2.59,1,102
714200,Manhattan,Inwood,Private room,71,4,229,2.45,1,26
1260921,Bronx,Kingsbridge,Private room,42,2,108,1.36,2,302
1288460,Brooklyn,Bedford-Stuyvesant,Entire home/apt,180,2,181,1.92,1,280
825022,Manhattan,Chelsea,Entire home/apt,226,5,34,0.39,1,302
283604,Brooklyn,Crown Heights,Private room,85,3,5,0.05,1,281
1292250,Manhattan,Gramercy,Entire home/apt,135,1,5,0.06,1,0
3647,Queens,Elmhurst,Entire home/apt,79,4,60,0.64,2,297
936630,Manhattan,Lower East Side,Entire home/apt,154,1,238,2.59,1,246
417504,Brooklyn,Greenpoint,Entire home/apt,199,3,34,0.37,28,60
605463,Manhattan,West Village,Entire home/apt,700,3,131,1.4,4,296
1306587,Manhattan,West Village,Entire home/apt,246,4,6,0.16,1,0
1307773,Manhattan,Washington Heights,Private room,125,60,4,0.06,1,364
758441,Brooklyn,Bedford-Stuyvesant,Private room,100,1,7,0.08,4,281
1311398,Brooklyn,Williamsburg,Entire home/apt,295,5,125,3.04,1,0
1311870,Manhattan,Chinatown,Entire home/apt,119,1,49,0.58,1,0
1313306,Manhattan,Harlem,Private room,125,1,11,0.12,2,365
1314834,Manhattan,Greenwich Village,Entire home/apt,850,3,107,1.15,1,249
1278802,Brooklyn,Williamsburg,Private room,129,2,241,2.6,1,303
1317343,Manhattan,Upper West Side,Private room,140,1,176,1.89,1,300
297769,Manhattan,Chinatown,Private room,115,4,151,1.63,2,323
1325961,Manhattan,East Harlem,Entire home/apt,200,3,49,0.53,2,0
552343,Brooklyn,Sunset Park,Entire home/apt,96,120,13,0.14,1,204
417504,Brooklyn,Greenpoint,Entire home/apt,199,3,33,0.47,28,60
417504,Brooklyn,Greenpoint,Entire home/apt,199,3,24,0.32,28,84
417504,Brooklyn,Greenpoint,Entire home/apt,199,3,59,0.66,28,60
1331493,Brooklyn,Brighton Beach,Private room,69,1,2,0.04,1,303
1331850,Manhattan,Upper West Side,Entire home/apt,185,2,16,0.23,1,261
1332108,Manhattan,Harlem,Private room,81,2,72,0.77,1,0
417504,Brooklyn,Greenpoint,Entire home/apt,199,3,24,0.26,28,60
417504,Brooklyn,Greenpoint,Entire home/apt,199,3,23,0.26,28,60
417504,Brooklyn,Greenpoint,Entire home/apt,199,3,43,0.47,28,60
417504,Brooklyn,Greenpoint,Entire home/apt,199,3,30,0.32,28,56
417504,Brooklyn,Greenpoint,Entire home/apt,199,3,39,0.44,28,84
417504,Brooklyn,Greenpoint,Private room,349,3,8,0.09,28,58
417504,Brooklyn,Greenpoint,Private room,249,3,3,0.03,28,60
417504,Brooklyn,Greenpoint,Private room,299,3,6,0.1,28,60
417504,Brooklyn,Greenpoint,Private room,179,3,4,0.05,28,81
1267021,Queens,Jackson Heights,Private room,54,5,56,0.66,3,365
417504,Brooklyn,Greenpoint,Private room,599,3,7,0.08,28,60
1336542,Brooklyn,Clinton Hill,Entire home/apt,110,1,2,0.03,1,0
1340007,Brooklyn,Bushwick,Entire home/apt,220,2,178,2.69,1,297
1302029,Brooklyn,Williamsburg,Private room,89,30,30,0.8,1,91
1343630,Brooklyn,Bedford-Stuyvesant,Entire home/apt,170,2,190,2.04,1,315
506779,Manhattan,Nolita,Entire home/apt,495,7,25,0.27,2,338
1346437,Queens,Sunnyside,Entire home/apt,80,10,81,0.98,2,40
1347034,Manhattan,Chelsea,Entire home/apt,760,2,7,0.08,1,361
1348494,Brooklyn,Cobble Hill,Private room,98,4,216,2.31,1,288
315401,Brooklyn,Bedford-Stuyvesant,Entire home/apt,125,30,31,0.33,1,218
1123923,Brooklyn,Cypress Hills,Private room,48,90,53,0.57,2,1
1356046,Brooklyn,Williamsburg,Private room,64,3,247,2.65,2,117
1358312,Brooklyn,Clinton Hill,Entire home/apt,154,3,233,2.5,1,0
1354758,Brooklyn,Park Slope,Entire home/apt,139,3,135,1.45,1,204
1233267,Queens,St. Albans,Private room,75,4,20,0.23,1,0
436599,Manhattan,West Village,Entire home/apt,325,4,46,0.5,1,20
1359611,Manhattan,Chelsea,Entire home/apt,195,365,10,0.12,1,0
1360043,Manhattan,Harlem,Private room,58,1,143,2.83,1,0
1360198,Staten Island,Arrochar,Entire home/apt,250,2,21,0.26,4,333
1360198,Staten Island,Arrochar,Entire home/apt,125,2,8,0.09,4,353
52335,Brooklyn,Fort Greene,Entire home/apt,70,7,4,0.05,2,0
480943,Manhattan,Upper East Side,Entire home/apt,189,2,314,3.45,2,206
696482,Brooklyn,Bedford-Stuyvesant,Entire home/apt,130,3,18,0.25,1,1
1370358,Manhattan,West Village,Entire home/apt,145,7,11,0.12,1,0
568103,Manhattan,Financial District,Private room,101,7,51,0.55,1,307
1372786,Manhattan,Chelsea,Private room,95,5,20,0.33,1,0
1359519,Manhattan,West Village,Entire home/apt,375,7,8,0.12,1,0
1376385,Manhattan,Lower East Side,Entire home/apt,153,31,59,0.63,1,27
1376778,Brooklyn,East Flatbush,Entire home/apt,92,4,54,0.62,1,27
535128,Manhattan,Lower East Side,Private room,80,5,10,0.46,1,348
605463,Manhattan,West Village,Entire home/apt,300,4,153,1.66,4,246
1380060,Brooklyn,Fort Greene,Entire home/apt,145,3,110,1.2,1,15
1020539,Manhattan,East Village,Private room,88,2,69,0.91,2,0
1381171,Manhattan,Harlem,Entire home/apt,155,1,1,0.18,1,5
1382749,Brooklyn,Williamsburg,Entire home/apt,185,180,24,0.26,1,0
1384111,Queens,Sunnyside,Private room,73,2,95,1.02,2,0
1384559,Manhattan,Upper West Side,Entire home/apt,225,2,129,1.41,1,107
305972,Manhattan,Morningside Heights,Private room,85,7,171,1.84,2,144
21188,Brooklyn,Crown Heights,Private room,99,2,20,0.59,1,98
1123923,Brooklyn,Cypress Hills,Private room,48,90,17,0.27,2,0
1390947,Manhattan,Theater District,Entire home/apt,200,5,8,0.09,1,0
1392440,Manhattan,Upper East Side,Entire home/apt,485,7,11,0.12,1,0
1394190,Manhattan,Nolita,Entire home/apt,310,5,5,0.09,1,89
1385157,Manhattan,Upper West Side,Entire home/apt,109,30,36,0.39,5,286
1385157,Manhattan,Upper West Side,Entire home/apt,167,30,16,0.17,5,252
1396546,Brooklyn,Fort Greene,Entire home/apt,147,15,5,0.12,1,189
1397115,Manhattan,Lower East Side,Entire home/apt,195,4,68,0.77,1,271
1398809,Manhattan,Little Italy,Entire home/apt,199,28,89,0.99,1,0
638721,Manhattan,Financial District,Private room,65,30,10,1.02,1,0
